======================================================================
  STANDALONE TRAIN — synthetic, variant M0, hyperparameters from run_098
======================================================================
  sweep summary : /projects/anbu8374/Python-Research/lasp-CU-paper-3/hyper_parameter_sweep/sweep_results_profile_only_synthetic_M0/run_098/summary.json
  HDF5 file     : /gpfs/alpine1/scratch/anbu8374/neural_network_training_data/synthetic_training_data_7-levels_8_May_2026.h5
  output dir    : /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest
  device        : cuda

  Network input layout: 636 reflectance ⊕ 4 geometry (sza, vza, saz, vaz) ⊕ 3 extras = 643
  Extras status: tau_c=ZEROED | wv_above=ZEROED | wv_in=ZEROED
  Split sizes  : n_val=4199, n_test=4199 (profile-aware)

  Hyperparameters being reused:
    hidden_dims            = [512, 512, 256, 256]
    activation             = gelu
    dropout                = 0.1946
    learning_rate          = 7.970971212070194e-05
    lambda_physics         = 0.0065
    lambda_monotonicity    = 0.1779
    lambda_adiabatic       = 0.063
    lambda_smoothness      = 0.1639
    level_weights          = [5.199148273471455, 3.754462633346129, 3.01285889763222, 2.7850412811874383, 3.01285889763222, 3.754462633346129, 5.199148273471455]
    level_weights_name     = u_shape
    batch_size             = 128
    augment_noise_std      = 0.0208
    n_epochs               = 2500
    scheduler_patience     = 30
    early_stop_patience    = 150
    warmup_steps           = 500
    weight_decay           = 0.0001
    sigma_floor            = 0.01

======================================================================
  K-FOLD MODE — full coverage, K = 20
======================================================================
  n_total = 41991,  fold_size ≈ 2099, n_val per fold = 4199

[Fold 1/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_01
  Epoch    1 | Train -1.0238 | Val -2.3797 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.4753 | Val -2.9149 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7065 | Val -3.0278 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1117 | Val -3.1900 | LR 8.0e-05 | NoImp 1
  Epoch   50 | Train -3.1651 | Val -3.2016 | LR 8.0e-05 | NoImp 3
  Epoch   75 | Train -3.1916 | Val -3.2382 | LR 8.0e-05 | NoImp 1
  Epoch  100 | Train -3.2117 | Val -3.2686 | LR 8.0e-05 | NoImp 5
  Epoch  125 | Train -3.2280 | Val -3.2875 | LR 8.0e-05 | NoImp 5
  Epoch  150 | Train -3.2337 | Val -3.3113 | LR 8.0e-05 | NoImp 5
  Epoch  175 | Train -3.2432 | Val -3.3195 | LR 8.0e-05 | NoImp 3
  Epoch  200 | Train -3.2503 | Val -3.3053 | LR 8.0e-05 | NoImp 9
  Epoch  225 | Train -3.2582 | Val -3.3336 | LR 8.0e-05 | NoImp 17
  Epoch  250 | Train -3.2621 | Val -3.3460 | LR 8.0e-05 | NoImp 0
  Epoch  275 | Train -3.2697 | Val -3.3256 | LR 8.0e-05 | NoImp 25
  Epoch  300 | Train -3.2753 | Val -3.3365 | LR 8.0e-05 | NoImp 3
  Epoch  325 | Train -3.2821 | Val -3.3447 | LR 8.0e-05 | NoImp 28
  Epoch  350 | Train -3.2856 | Val -3.3265 | LR 8.0e-05 | NoImp 22
  Epoch  375 | Train -3.2998 | Val -3.3588 | LR 4.0e-05 | NoImp 6
  Epoch  400 | Train -3.3052 | Val -3.3587 | LR 4.0e-05 | NoImp 24
  Epoch  425 | Train -3.3136 | Val -3.3665 | LR 2.0e-05 | NoImp 7
  Epoch  450 | Train -3.3131 | Val -3.3720 | LR 2.0e-05 | NoImp 19
  Epoch  475 | Train -3.3156 | Val -3.3617 | LR 2.0e-05 | NoImp 22
  Epoch  500 | Train -3.3160 | Val -3.3708 | LR 2.0e-05 | NoImp 8
  Epoch  525 | Train -3.3182 | Val -3.3752 | LR 2.0e-05 | NoImp 0
  Epoch  550 | Train -3.3203 | Val -3.3742 | LR 2.0e-05 | NoImp 25
  Epoch  575 | Train -3.3210 | Val -3.3689 | LR 2.0e-05 | NoImp 10
  Epoch  600 | Train -3.3218 | Val -3.3691 | LR 2.0e-05 | NoImp 35
  Epoch  625 | Train -3.3233 | Val -3.3739 | LR 2.0e-05 | NoImp 6
  Epoch  650 | Train -3.3239 | Val -3.3752 | LR 2.0e-05 | NoImp 7
  Epoch  675 | Train -3.3276 | Val -3.3773 | LR 2.0e-05 | NoImp 4
  Epoch  700 | Train -3.3283 | Val -3.3749 | LR 2.0e-05 | NoImp 29
  Epoch  725 | Train -3.3318 | Val -3.3795 | LR 1.0e-05 | NoImp 4
  Epoch  750 | Train -3.3332 | Val -3.3770 | LR 1.0e-05 | NoImp 29
  Epoch  775 | Train -3.3350 | Val -3.3819 | LR 5.0e-06 | NoImp 5
  Epoch  800 | Train -3.3352 | Val -3.3820 | LR 5.0e-06 | NoImp 1
  Epoch  825 | Train -3.3372 | Val -3.3825 | LR 5.0e-06 | NoImp 9
  Epoch  850 | Train -3.3376 | Val -3.3808 | LR 5.0e-06 | NoImp 34
  Epoch  875 | Train -3.3381 | Val -3.3816 | LR 5.0e-06 | NoImp 59
  Epoch  900 | Train -3.3394 | Val -3.3806 | LR 5.0e-06 | NoImp 13
  Epoch  925 | Train -3.3377 | Val -3.3815 | LR 5.0e-06 | NoImp 38
  Epoch  950 | Train -3.3381 | Val -3.3819 | LR 5.0e-06 | NoImp 16
  Epoch  975 | Train -3.3385 | Val -3.3828 | LR 5.0e-06 | NoImp 10
  Epoch 1000 | Train -3.3400 | Val -3.3830 | LR 5.0e-06 | NoImp 35
  Epoch 1025 | Train -3.3403 | Val -3.3834 | LR 5.0e-06 | NoImp 10
  Epoch 1050 | Train -3.3404 | Val -3.3834 | LR 5.0e-06 | NoImp 35
  Epoch 1075 | Train -3.3410 | Val -3.3827 | LR 5.0e-06 | NoImp 60
  Epoch 1100 | Train -3.3394 | Val -3.3829 | LR 5.0e-06 | NoImp 10
  Epoch 1125 | Train -3.3423 | Val -3.3840 | LR 2.5e-06 | NoImp 35
  Epoch 1150 | Train -3.3417 | Val -3.3841 | LR 2.5e-06 | NoImp 15
  Epoch 1175 | Train -3.3435 | Val -3.3837 | LR 2.5e-06 | NoImp 19
  Epoch 1200 | Train -3.3416 | Val -3.3846 | LR 1.2e-06 | NoImp 44
  Epoch 1225 | Train -3.3442 | Val -3.3839 | LR 1.2e-06 | NoImp 69
  Epoch 1250 | Train -3.3421 | Val -3.3838 | LR 1.2e-06 | NoImp 94
  Epoch 1275 | Train -3.3437 | Val -3.3840 | LR 1.2e-06 | NoImp 7
  Epoch 1300 | Train -3.3424 | Val -3.3849 | LR 1.0e-06 | NoImp 32
  Epoch 1325 | Train -3.3428 | Val -3.3833 | LR 1.0e-06 | NoImp 57
  Epoch 1350 | Train -3.3434 | Val -3.3838 | LR 1.0e-06 | NoImp 82
  Epoch 1375 | Train -3.3438 | Val -3.3845 | LR 1.0e-06 | NoImp 5
  Epoch 1400 | Train -3.3435 | Val -3.3854 | LR 1.0e-06 | NoImp 4
  Epoch 1425 | Train -3.3423 | Val -3.3847 | LR 1.0e-06 | NoImp 29
  Epoch 1450 | Train -3.3430 | Val -3.3848 | LR 1.0e-06 | NoImp 54
  Epoch 1475 | Train -3.3450 | Val -3.3846 | LR 1.0e-06 | NoImp 79
  Epoch 1500 | Train -3.3448 | Val -3.3844 | LR 1.0e-06 | NoImp 104
  Epoch 1525 | Train -3.3435 | Val -3.3848 | LR 1.0e-06 | NoImp 129
  Early stop at epoch 1546 (no improvement in 150 epochs)
  Fold 10 done. Mean RMSE = 0.972 μm (best epoch 1395, 2076 s)

[Fold 11/20]  train 35,692  val 4,199  test 2,100  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_11
  Epoch    1 | Train -1.0323 | Val -2.4289 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5175 | Val -2.8616 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7144 | Val -2.9261 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1137 | Val -3.1836 | LR 8.0e-05 | NoImp 1
  Epoch   50 | Train -3.1619 | Val -3.2256 | LR 8.0e-05 | NoImp 3
  Epoch   75 | Train -3.1926 | Val -3.2690 | LR 8.0e-05 | NoImp 2
  Epoch  100 | Train -3.2100 | Val -3.2786 | LR 8.0e-05 | NoImp 13
  Epoch  125 | Train -3.2284 | Val -3.2947 | LR 8.0e-05 | NoImp 1
  Epoch  150 | Train -3.2358 | Val -3.3077 | LR 8.0e-05 | NoImp 12
  Epoch  175 | Train -3.2485 | Val -3.3191 | LR 8.0e-05 | NoImp 17
  Epoch  200 | Train -3.2527 | Val -3.3235 | LR 8.0e-05 | NoImp 12
  Epoch  225 | Train -3.2605 | Val -3.3134 | LR 8.0e-05 | NoImp 1
  Epoch  250 | Train -3.2670 | Val -3.2813 | LR 8.0e-05 | NoImp 5
  Epoch  275 | Train -3.2721 | Val -3.3359 | LR 8.0e-05 | NoImp 3
  Epoch  300 | Train -3.2753 | Val -3.3433 | LR 8.0e-05 | NoImp 28
  Epoch  325 | Train -3.2941 | Val -3.3513 | LR 4.0e-05 | NoImp 2
  Epoch  350 | Train -3.2963 | Val -3.3551 | LR 4.0e-05 | NoImp 0
  Epoch  375 | Train -3.2988 | Val -3.3322 | LR 4.0e-05 | NoImp 16
  Epoch  400 | Train -3.3118 | Val -3.3559 | LR 2.0e-05 | NoImp 9
  Epoch  425 | Train -3.3110 | Val -3.3639 | LR 2.0e-05 | NoImp 21
  Epoch  450 | Train -3.3141 | Val -3.3642 | LR 2.0e-05 | NoImp 18
  Epoch  475 | Train -3.3179 | Val -3.3655 | LR 1.0e-05 | NoImp 1
  Epoch  500 | Train -3.3179 | Val -3.3658 | LR 1.0e-05 | NoImp 2
  Epoch  525 | Train -3.3191 | Val -3.3664 | LR 1.0e-05 | NoImp 27
  Epoch  550 | Train -3.3235 | Val -3.3691 | LR 5.0e-06 | NoImp 2
  Epoch  575 | Train -3.3234 | Val -3.3686 | LR 5.0e-06 | NoImp 27
  Epoch  600 | Train -3.3237 | Val -3.3704 | LR 2.5e-06 | NoImp 6
  Epoch  625 | Train -3.3241 | Val -3.3697 | LR 2.5e-06 | NoImp 31
  Epoch  650 | Train -3.3254 | Val -3.3692 | LR 2.5e-06 | NoImp 2
  Epoch  675 | Train -3.3242 | Val -3.3701 | LR 2.5e-06 | NoImp 2
  Epoch  700 | Train -3.3242 | Val -3.3698 | LR 2.5e-06 | NoImp 4
  Epoch  725 | Train -3.3265 | Val -3.3711 | LR 2.5e-06 | NoImp 29
  Epoch  750 | Train -3.3271 | Val -3.3707 | LR 2.5e-06 | NoImp 1
  Epoch  775 | Train -3.3248 | Val -3.3704 | LR 2.5e-06 | NoImp 16
  Epoch  800 | Train -3.3267 | Val -3.3710 | LR 2.5e-06 | NoImp 9
  Epoch  825 | Train -3.3274 | Val -3.3710 | LR 1.2e-06 | NoImp 34
  Epoch  850 | Train -3.3286 | Val -3.3712 | LR 1.2e-06 | NoImp 21
  Epoch  875 | Train -3.3259 | Val -3.3706 | LR 1.2e-06 | NoImp 46
  Epoch  900 | Train -3.3285 | Val -3.3711 | LR 1.2e-06 | NoImp 71
  Epoch  925 | Train -3.3265 | Val -3.3710 | LR 1.2e-06 | NoImp 96
  Epoch  950 | Train -3.3287 | Val -3.3708 | LR 1.2e-06 | NoImp 121
  Epoch  975 | Train -3.3276 | Val -3.3713 | LR 1.2e-06 | NoImp 24
  Epoch 1000 | Train -3.3285 | Val -3.3705 | LR 1.2e-06 | NoImp 49
  Epoch 1025 | Train -3.3269 | Val -3.3706 | LR 1.2e-06 | NoImp 74
  Epoch 1050 | Train -3.3286 | Val -3.3705 | LR 1.2e-06 | NoImp 99
  Epoch 1075 | Train -3.3288 | Val -3.3718 | LR 1.2e-06 | NoImp 5
  Epoch 1100 | Train -3.3279 | Val -3.3720 | LR 1.2e-06 | NoImp 1
  Epoch 1125 | Train -3.3301 | Val -3.3718 | LR 1.2e-06 | NoImp 26
  Epoch 1150 | Train -3.3289 | Val -3.3718 | LR 1.2e-06 | NoImp 15
  Epoch 1175 | Train -3.3281 | Val -3.3718 | LR 1.0e-06 | NoImp 40
  Epoch 1200 | Train -3.3282 | Val -3.3717 | LR 1.0e-06 | NoImp 65
  Epoch 1225 | Train -3.3296 | Val -3.3714 | LR 1.0e-06 | NoImp 90
  Epoch 1250 | Train -3.3296 | Val -3.3715 | LR 1.0e-06 | NoImp 115
  Epoch 1275 | Train -3.3284 | Val -3.3713 | LR 1.0e-06 | NoImp 140
  Early stop at epoch 1285 (no improvement in 150 epochs)
  Fold 11 done. Mean RMSE = 0.982 μm (best epoch 1134, 1704 s)

[Fold 12/20]  train 35,693  val 4,199  test 2,099  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_12
  Epoch    1 | Train -1.0296 | Val -2.4509 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5288 | Val -2.9604 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7275 | Val -3.0440 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1066 | Val -3.2007 | LR 8.0e-05 | NoImp 1
  Epoch   50 | Train -3.1634 | Val -3.2457 | LR 8.0e-05 | NoImp 1
  Epoch   75 | Train -3.1909 | Val -3.2330 | LR 8.0e-05 | NoImp 5
  Epoch  100 | Train -3.2104 | Val -3.2974 | LR 8.0e-05 | NoImp 0
  Epoch  125 | Train -3.2168 | Val -3.2638 | LR 8.0e-05 | NoImp 10
  Epoch  150 | Train -3.2351 | Val -3.3207 | LR 8.0e-05 | NoImp 0
  Epoch  175 | Train -3.2458 | Val -3.3144 | LR 8.0e-05 | NoImp 6
  Epoch  200 | Train -3.2550 | Val -3.3059 | LR 8.0e-05 | NoImp 1
  Epoch  225 | Train -3.2598 | Val -3.3200 | LR 8.0e-05 | NoImp 2
  Epoch  250 | Train -3.2671 | Val -3.3208 | LR 8.0e-05 | NoImp 4
  Epoch  275 | Train -3.2733 | Val -3.3290 | LR 8.0e-05 | NoImp 5
  Epoch  300 | Train -3.2799 | Val -3.3333 | LR 8.0e-05 | NoImp 1
  Epoch  325 | Train -3.2831 | Val -3.3378 | LR 8.0e-05 | NoImp 2
  Epoch  350 | Train -3.2895 | Val -3.3444 | LR 8.0e-05 | NoImp 27
  Epoch  375 | Train -3.3051 | Val -3.3565 | LR 4.0e-05 | NoImp 3
  Epoch  400 | Train -3.3091 | Val -3.3502 | LR 4.0e-05 | NoImp 5
  Epoch  425 | Train -3.3114 | Val -3.3551 | LR 4.0e-05 | NoImp 1
  Epoch  450 | Train -3.3107 | Val -3.3582 | LR 4.0e-05 | NoImp 17
  Epoch  475 | Train -3.3221 | Val -3.3633 | LR 2.0e-05 | NoImp 4
  Epoch  500 | Train -3.3215 | Val -3.3679 | LR 2.0e-05 | NoImp 14
  Epoch  525 | Train -3.3276 | Val -3.3692 | LR 1.0e-05 | NoImp 6
  Epoch  550 | Train -3.3293 | Val -3.3685 | LR 1.0e-05 | NoImp 19
  Epoch  575 | Train -3.3285 | Val -3.3741 | LR 1.0e-05 | NoImp 44
  Epoch  600 | Train -3.3295 | Val -3.3732 | LR 1.0e-05 | NoImp 11
  Epoch  625 | Train -3.3303 | Val -3.3710 | LR 1.0e-05 | NoImp 36
  Epoch  650 | Train -3.3300 | Val -3.3731 | LR 1.0e-05 | NoImp 19
  Epoch  675 | Train -3.3293 | Val -3.3722 | LR 1.0e-05 | NoImp 44
  Epoch  700 | Train -3.3319 | Val -3.3724 | LR 1.0e-05 | NoImp 7
  Epoch  725 | Train -3.3336 | Val -3.3734 | LR 1.0e-05 | NoImp 1
  Epoch  750 | Train -3.3327 | Val -3.3735 | LR 1.0e-05 | NoImp 5
  Epoch  775 | Train -3.3348 | Val -3.3748 | LR 1.0e-05 | NoImp 8
  Epoch  800 | Train -3.3345 | Val -3.3751 | LR 1.0e-05 | NoImp 18
  Epoch  825 | Train -3.3371 | Val -3.3777 | LR 5.0e-06 | NoImp 10
  Epoch  850 | Train -3.3387 | Val -3.3782 | LR 5.0e-06 | NoImp 20
  Epoch  875 | Train -3.3384 | Val -3.3791 | LR 2.5e-06 | NoImp 0
  Epoch  900 | Train -3.3398 | Val -3.3768 | LR 2.5e-06 | NoImp 25
  Epoch  925 | Train -3.3406 | Val -3.3790 | LR 2.5e-06 | NoImp 1
  Epoch  950 | Train -3.3408 | Val -3.3779 | LR 2.5e-06 | NoImp 26
  Epoch  975 | Train -3.3391 | Val -3.3789 | LR 2.5e-06 | NoImp 51
  Epoch 1000 | Train -3.3382 | Val -3.3776 | LR 2.5e-06 | NoImp 76
  Epoch 1025 | Train -3.3411 | Val -3.3759 | LR 2.5e-06 | NoImp 17
  Epoch 1050 | Train -3.3408 | Val -3.3777 | LR 2.5e-06 | NoImp 6
  Epoch 1075 | Train -3.3405 | Val -3.3790 | LR 2.5e-06 | NoImp 31
  Epoch 1100 | Train -3.3398 | Val -3.3774 | LR 2.5e-06 | NoImp 56
  Epoch 1125 | Train -3.3414 | Val -3.3787 | LR 2.5e-06 | NoImp 81
  Epoch 1150 | Train -3.3422 | Val -3.3786 | LR 2.5e-06 | NoImp 8
  Epoch 1175 | Train -3.3413 | Val -3.3782 | LR 2.5e-06 | NoImp 18
  Epoch 1200 | Train -3.3418 | Val -3.3779 | LR 2.5e-06 | NoImp 43
  Epoch 1225 | Train -3.3421 | Val -3.3795 | LR 2.5e-06 | NoImp 68
  Epoch 1250 | Train -3.3425 | Val -3.3796 | LR 2.5e-06 | NoImp 24
  Epoch 1275 | Train -3.3413 | Val -3.3784 | LR 2.5e-06 | NoImp 49
  Epoch 1300 | Train -3.3434 | Val -3.3800 | LR 2.5e-06 | NoImp 74
  Epoch 1325 | Train -3.3417 | Val -3.3787 | LR 2.5e-06 | NoImp 20
  Epoch 1350 | Train -3.3443 | Val -3.3805 | LR 2.5e-06 | NoImp 24
  Epoch 1375 | Train -3.3418 | Val -3.3795 | LR 2.5e-06 | NoImp 49
  Epoch 1400 | Train -3.3428 | Val -3.3782 | LR 2.5e-06 | NoImp 74
  Epoch 1425 | Train -3.3438 | Val -3.3798 | LR 2.5e-06 | NoImp 99
  Epoch 1450 | Train -3.3446 | Val -3.3789 | LR 2.5e-06 | NoImp 18
  Epoch 1475 | Train -3.3424 | Val -3.3798 | LR 2.5e-06 | NoImp 43
  Epoch 1500 | Train -3.3439 | Val -3.3794 | LR 2.5e-06 | NoImp 68
  Epoch 1525 | Train -3.3451 | Val -3.3810 | LR 2.5e-06 | NoImp 93
  Epoch 1550 | Train -3.3432 | Val -3.3807 | LR 2.5e-06 | NoImp 118
  Epoch 1575 | Train -3.3437 | Val -3.3800 | LR 2.5e-06 | NoImp 143
  Early stop at epoch 1582 (no improvement in 150 epochs)
  Fold 12 done. Mean RMSE = 0.990 μm (best epoch 1431, 2102 s)

[Fold 13/20]  train 35,693  val 4,199  test 2,099  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_13
  Epoch    1 | Train -1.0447 | Val -2.4146 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5298 | Val -2.9215 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7278 | Val -3.0182 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1127 | Val -3.2020 | LR 8.0e-05 | NoImp 0
  Epoch   50 | Train -3.1628 | Val -3.2349 | LR 8.0e-05 | NoImp 2
  Epoch   75 | Train -3.1910 | Val -3.2406 | LR 8.0e-05 | NoImp 6
  Epoch  100 | Train -3.2165 | Val -3.2351 | LR 8.0e-05 | NoImp 6
  Epoch  125 | Train -3.2244 | Val -3.2374 | LR 8.0e-05 | NoImp 11
  Epoch  150 | Train -3.2353 | Val -3.2696 | LR 8.0e-05 | NoImp 5
  Epoch  175 | Train -3.2493 | Val -3.2868 | LR 8.0e-05 | NoImp 4
  Epoch  200 | Train -3.2523 | Val -3.3085 | LR 8.0e-05 | NoImp 9
  Epoch  225 | Train -3.2627 | Val -3.3343 | LR 8.0e-05 | NoImp 8
  Epoch  250 | Train -3.2645 | Val -3.3022 | LR 8.0e-05 | NoImp 3
  Epoch  275 | Train -3.2713 | Val -3.3454 | LR 8.0e-05 | NoImp 0
  Epoch  300 | Train -3.2782 | Val -3.3222 | LR 8.0e-05 | NoImp 6
  Epoch  325 | Train -3.2828 | Val -3.3370 | LR 4.0e-05 | NoImp 31
  Epoch  350 | Train -3.3012 | Val -3.3522 | LR 4.0e-05 | NoImp 4
  Epoch  375 | Train -3.3019 | Val -3.3423 | LR 4.0e-05 | NoImp 4
  Epoch  400 | Train -3.3056 | Val -3.3470 | LR 4.0e-05 | NoImp 3
  Epoch  425 | Train -3.3082 | Val -3.3533 | LR 4.0e-05 | NoImp 28
  Epoch  450 | Train -3.3163 | Val -3.3636 | LR 2.0e-05 | NoImp 0
  Epoch  475 | Train -3.3189 | Val -3.3599 | LR 2.0e-05 | NoImp 9
  Epoch  500 | Train -3.3195 | Val -3.3668 | LR 2.0e-05 | NoImp 9
  Epoch  525 | Train -3.3255 | Val -3.3645 | LR 1.0e-05 | NoImp 34
  Epoch  550 | Train -3.3250 | Val -3.3670 | LR 1.0e-05 | NoImp 21
  Epoch  575 | Train -3.3271 | Val -3.3636 | LR 1.0e-05 | NoImp 11
  Epoch  600 | Train -3.3281 | Val -3.3693 | LR 5.0e-06 | NoImp 36
  Epoch  625 | Train -3.3298 | Val -3.3674 | LR 5.0e-06 | NoImp 61
  Epoch  650 | Train -3.3278 | Val -3.3683 | LR 5.0e-06 | NoImp 22
  Epoch  675 | Train -3.3316 | Val -3.3702 | LR 5.0e-06 | NoImp 21
  Epoch  700 | Train -3.3318 | Val -3.3709 | LR 5.0e-06 | NoImp 46
  Epoch  725 | Train -3.3293 | Val -3.3703 | LR 5.0e-06 | NoImp 5
  Epoch  750 | Train -3.3321 | Val -3.3706 | LR 5.0e-06 | NoImp 18
  Epoch  775 | Train -3.3324 | Val -3.3717 | LR 2.5e-06 | NoImp 43
  Epoch  800 | Train -3.3320 | Val -3.3715 | LR 2.5e-06 | NoImp 68
  Epoch  825 | Train -3.3327 | Val -3.3720 | LR 2.5e-06 | NoImp 93
  Epoch  850 | Train -3.3352 | Val -3.3715 | LR 2.5e-06 | NoImp 118
  Epoch  875 | Train -3.3338 | Val -3.3719 | LR 2.5e-06 | NoImp 3
  Epoch  900 | Train -3.3343 | Val -3.3710 | LR 2.5e-06 | NoImp 21
  Epoch  925 | Train -3.3340 | Val -3.3711 | LR 2.5e-06 | NoImp 46
  Epoch  950 | Train -3.3345 | Val -3.3708 | LR 2.5e-06 | NoImp 71
  Epoch  975 | Train -3.3334 | Val -3.3710 | LR 2.5e-06 | NoImp 96
  Epoch 1000 | Train -3.3363 | Val -3.3722 | LR 2.5e-06 | NoImp 121
  Epoch 1025 | Train -3.3366 | Val -3.3712 | LR 2.5e-06 | NoImp 15
  Epoch 1050 | Train -3.3349 | Val -3.3725 | LR 2.5e-06 | NoImp 40
  Epoch 1075 | Train -3.3356 | Val -3.3721 | LR 2.5e-06 | NoImp 65
  Epoch 1100 | Train -3.3362 | Val -3.3710 | LR 2.5e-06 | NoImp 90
  Epoch 1125 | Train -3.3342 | Val -3.3722 | LR 2.5e-06 | NoImp 1
  Epoch 1150 | Train -3.3349 | Val -3.3722 | LR 2.5e-06 | NoImp 26
  Epoch 1175 | Train -3.3364 | Val -3.3723 | LR 2.5e-06 | NoImp 51
  Epoch 1200 | Train -3.3346 | Val -3.3723 | LR 2.5e-06 | NoImp 76
  Epoch 1225 | Train -3.3364 | Val -3.3724 | LR 2.5e-06 | NoImp 101
  Epoch 1250 | Train -3.3373 | Val -3.3722 | LR 2.5e-06 | NoImp 126
  Epoch 1275 | Train -3.3352 | Val -3.3724 | LR 2.5e-06 | NoImp 10
  Epoch 1300 | Train -3.3377 | Val -3.3725 | LR 2.5e-06 | NoImp 35
  Epoch 1325 | Train -3.3371 | Val -3.3729 | LR 2.5e-06 | NoImp 60
  Epoch 1350 | Train -3.3371 | Val -3.3706 | LR 2.5e-06 | NoImp 85
  Epoch 1375 | Train -3.3404 | Val -3.3732 | LR 2.5e-06 | NoImp 4
  Epoch 1400 | Train -3.3397 | Val -3.3736 | LR 2.5e-06 | NoImp 29
  Epoch 1425 | Train -3.3375 | Val -3.3720 | LR 2.5e-06 | NoImp 54
  Epoch 1450 | Train -3.3364 | Val -3.3728 | LR 2.5e-06 | NoImp 79
  Epoch 1475 | Train -3.3366 | Val -3.3728 | LR 2.5e-06 | NoImp 22
  Epoch 1500 | Train -3.3404 | Val -3.3723 | LR 2.5e-06 | NoImp 47
  Epoch 1525 | Train -3.3369 | Val -3.3731 | LR 2.5e-06 | NoImp 5
  Epoch 1550 | Train -3.3374 | Val -3.3722 | LR 2.5e-06 | NoImp 6
  Epoch 1575 | Train -3.3395 | Val -3.3719 | LR 2.5e-06 | NoImp 31
  Epoch 1600 | Train -3.3378 | Val -3.3731 | LR 2.5e-06 | NoImp 56
  Epoch 1625 | Train -3.3405 | Val -3.3738 | LR 2.5e-06 | NoImp 81
  Epoch 1650 | Train -3.3379 | Val -3.3730 | LR 2.5e-06 | NoImp 106
  Epoch 1675 | Train -3.3387 | Val -3.3723 | LR 2.5e-06 | NoImp 131
  Early stop at epoch 1694 (no improvement in 150 epochs)
  Fold 13 done. Mean RMSE = 1.001 μm (best epoch 1543, 2242 s)

[Fold 14/20]  train 35,693  val 4,199  test 2,099  → /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest/fold_14
  Epoch    1 | Train -1.0347 | Val -2.4176 | LR 4.4e-05 | NoImp 0
  Epoch    2 | Train -2.5125 | Val -2.8880 | LR 8.0e-05 | NoImp 0
  Epoch    3 | Train -2.7228 | Val -3.0408 | LR 8.0e-05 | NoImp 0
  Epoch   25 | Train -3.1111 | Val -3.0691 | LR 8.0e-05 | NoImp 3
  Epoch   50 | Train -3.1672 | Val -3.2398 | LR 8.0e-05 | NoImp 1
  Epoch   75 | Train -3.1925 | Val -3.2230 | LR 8.0e-05 | NoImp 1
  Epoch  100 | Train -3.2116 | Val -3.2655 | LR 8.0e-05 | NoImp 2
  Epoch  125 | Train -3.2263 | Val -3.2578 | LR 8.0e-05 | NoImp 1
  Epoch  150 | Train -3.2373 | Val -3.2970 | LR 8.0e-05 | NoImp 13
  Epoch  175 | Train -3.2472 | Val -3.3210 | LR 8.0e-05 | NoImp 0
  Epoch  200 | Train -3.2513 | Val -3.3186 | LR 8.0e-05 | NoImp 6
  Epoch  225 | Train -3.2599 | Val -3.3134 | LR 8.0e-05 | NoImp 14
  Epoch  250 | Train -3.2682 | Val -3.3230 | LR 8.0e-05 | NoImp 8
  Epoch  275 | Train -3.2737 | Val -3.3110 | LR 8.0e-05 | NoImp 9
  Epoch  300 | Train -3.2779 | Val -3.3388 | LR 8.0e-05 | NoImp 0
  Epoch  325 | Train -3.2836 | Val -3.3217 | LR 8.0e-05 | NoImp 1
  Epoch  350 | Train -3.2861 | Val -3.3429 | LR 8.0e-05 | NoImp 26
  Epoch  375 | Train -3.3052 | Val -3.3420 | LR 4.0e-05 | NoImp 2
  Epoch  400 | Train -3.3078 | Val -3.3508 | LR 4.0e-05 | NoImp 23
