======================================================================
  STANDALONE TRAIN — synthetic, variant M0, hyperparameters from run_098
======================================================================
  sweep summary : /projects/anbu8374/Python-Research/lasp-CU-paper-3/hyper_parameter_sweep/sweep_results_profile_only_synthetic_M0/run_098/summary.json
  HDF5 file     : /gpfs/alpine1/scratch/anbu8374/neural_network_training_data/synthetic_training_data_7-levels_8_May_2026.h5
  output dir    : /projects/anbu8374/Python-Research/lasp-CU-paper-3/standalone_results_profile_only_synthetic/M0_run098_synthetic_training_data_7-levels_8_May_2026_atest
  device        : cuda

  Network input layout: 636 reflectance ⊕ 4 geometry (sza, vza, saz, vaz) ⊕ 3 extras = 643
  Extras status: tau_c=ZEROED | wv_above=ZEROED | wv_in=ZEROED
  Split sizes  : n_val=4199, n_test=4199 (profile-aware)

  Hyperparameters being reused:
    hidden_dims            = [512, 512, 256, 256]
    activation             = gelu
    dropout                = 0.1946
    learning_rate          = 7.970971212070194e-05
    lambda_physics         = 0.0065
    lambda_monotonicity    = 0.1779
    lambda_adiabatic       = 0.063
    lambda_smoothness      = 0.1639
    level_weights          = [5.199148273471455, 3.754462633346129, 3.01285889763222, 2.7850412811874383, 3.01285889763222, 3.754462633346129, 5.199148273471455]
    level_weights_name     = u_shape
    batch_size             = 128
    augment_noise_std      = 0.0208
    n_epochs               = 1500
    scheduler_patience     = 30
    early_stop_patience    = 150
    warmup_steps           = 500
    weight_decay           = 0.0001
    sigma_floor            = 0.01

  Split mode: profile-held-out (extras dataset, x dim = 643)
  Val profiles (never in train):  4199
  Test profiles (never in train): 4199
  Ablation: zeroing channel(s) ['tau_c', 'wv_above_cloud', 'wv_in_cloud'] (z-score 0 = no info beyond mean)
Profile grid: 7 levels (read from HDF5)
Model: 796,174 parameters  (input_dim=640 + n_extras=3 = 643)

Training up to 1500 epochs (early-stop patience=150, warmup_steps=500, augment_noise_std=0.0208)
----------------------------------------------------------------------
Epoch    1 | Train: -0.9588 | Val: -2.2913 | LR: 4.2e-05 | No-improve: 0
Epoch  521 | Train: -3.3187 | Val: -3.3756 | LR: 1.0e-05 | No-improve: 0
Epoch  522 | Train: -3.3193 | Val: -3.3736 | LR: 1.0e-05 | No-improve: 1
Epoch  523 | Train: -3.3196 | Val: -3.3735 | LR: 1.0e-05 | No-improve: 2
Epoch  524 | Train: -3.3225 | Val: -3.3725 | LR: 1.0e-05 | No-improve: 3
Epoch  525 | Train: -3.3217 | Val: -3.3752 | LR: 1.0e-05 | No-improve: 4
Epoch  526 | Train: -3.3194 | Val: -3.3751 | LR: 1.0e-05 | No-improve: 5
Epoch  527 | Train: -3.3209 | Val: -3.3752 | LR: 1.0e-05 | No-improve: 6
Epoch  528 | Train: -3.3204 | Val: -3.3736 | LR: 1.0e-05 | No-improve: 7
Epoch  529 | Train: -3.3207 | Val: -3.3718 | LR: 1.0e-05 | No-improve: 8
Epoch  530 | Train: -3.3203 | Val: -3.3738 | LR: 1.0e-05 | No-improve: 9
Epoch  531 | Train: -3.3224 | Val: -3.3739 | LR: 1.0e-05 | No-improve: 10
Epoch  532 | Train: -3.3223 | Val: -3.3755 | LR: 1.0e-05 | No-improve: 11
Epoch  533 | Train: -3.3219 | Val: -3.3742 | LR: 1.0e-05 | No-improve: 12
Epoch  534 | Train: -3.3206 | Val: -3.3734 | LR: 1.0e-05 | No-improve: 13
Epoch  535 | Train: -3.3233 | Val: -3.3716 | LR: 1.0e-05 | No-improve: 14
Epoch  536 | Train: -3.3222 | Val: -3.3703 | LR: 1.0e-05 | No-improve: 15
Epoch  537 | Train: -3.3215 | Val: -3.3712 | LR: 1.0e-05 | No-improve: 16
Epoch  538 | Train: -3.3221 | Val: -3.3756 | LR: 1.0e-05 | No-improve: 0
Epoch  539 | Train: -3.3221 | Val: -3.3715 | LR: 1.0e-05 | No-improve: 1
Epoch  540 | Train: -3.3211 | Val: -3.3737 | LR: 1.0e-05 | No-improve: 2
Epoch  541 | Train: -3.3220 | Val: -3.3764 | LR: 1.0e-05 | No-improve: 0
Epoch  542 | Train: -3.3229 | Val: -3.3744 | LR: 1.0e-05 | No-improve: 1
Epoch  543 | Train: -3.3236 | Val: -3.3745 | LR: 1.0e-05 | No-improve: 2
Epoch  544 | Train: -3.3217 | Val: -3.3754 | LR: 1.0e-05 | No-improve: 3
Epoch  545 | Train: -3.3216 | Val: -3.3751 | LR: 1.0e-05 | No-improve: 4
Epoch  546 | Train: -3.3236 | Val: -3.3760 | LR: 1.0e-05 | No-improve: 5
Epoch  547 | Train: -3.3229 | Val: -3.3742 | LR: 1.0e-05 | No-improve: 6
Epoch  548 | Train: -3.3222 | Val: -3.3746 | LR: 1.0e-05 | No-improve: 7
Epoch  549 | Train: -3.3230 | Val: -3.3767 | LR: 1.0e-05 | No-improve: 0
Epoch  550 | Train: -3.3233 | Val: -3.3743 | LR: 1.0e-05 | No-improve: 1
Epoch  551 | Train: -3.3222 | Val: -3.3745 | LR: 1.0e-05 | No-improve: 2
Epoch  552 | Train: -3.3215 | Val: -3.3755 | LR: 1.0e-05 | No-improve: 3
Epoch  553 | Train: -3.3227 | Val: -3.3756 | LR: 1.0e-05 | No-improve: 4
Epoch  554 | Train: -3.3199 | Val: -3.3766 | LR: 1.0e-05 | No-improve: 5
Epoch  555 | Train: -3.3219 | Val: -3.3742 | LR: 1.0e-05 | No-improve: 6
Epoch  556 | Train: -3.3231 | Val: -3.3741 | LR: 1.0e-05 | No-improve: 7
Epoch  557 | Train: -3.3225 | Val: -3.3739 | LR: 1.0e-05 | No-improve: 8
Epoch  558 | Train: -3.3215 | Val: -3.3743 | LR: 1.0e-05 | No-improve: 9
Epoch  559 | Train: -3.3221 | Val: -3.3728 | LR: 1.0e-05 | No-improve: 10
Epoch  560 | Train: -3.3221 | Val: -3.3757 | LR: 1.0e-05 | No-improve: 11
Epoch  561 | Train: -3.3222 | Val: -3.3730 | LR: 1.0e-05 | No-improve: 12
Epoch  562 | Train: -3.3224 | Val: -3.3736 | LR: 1.0e-05 | No-improve: 13
Epoch  563 | Train: -3.3213 | Val: -3.3767 | LR: 1.0e-05 | No-improve: 14
Epoch  564 | Train: -3.3228 | Val: -3.3760 | LR: 1.0e-05 | No-improve: 15
Epoch  565 | Train: -3.3224 | Val: -3.3746 | LR: 1.0e-05 | No-improve: 16
Epoch  566 | Train: -3.3232 | Val: -3.3711 | LR: 1.0e-05 | No-improve: 17
Epoch  567 | Train: -3.3242 | Val: -3.3751 | LR: 1.0e-05 | No-improve: 18
Epoch  568 | Train: -3.3215 | Val: -3.3753 | LR: 1.0e-05 | No-improve: 19
Epoch  569 | Train: -3.3214 | Val: -3.3767 | LR: 1.0e-05 | No-improve: 20
Epoch  570 | Train: -3.3240 | Val: -3.3734 | LR: 1.0e-05 | No-improve: 21
Epoch  571 | Train: -3.3228 | Val: -3.3744 | LR: 1.0e-05 | No-improve: 22
Epoch  572 | Train: -3.3225 | Val: -3.3739 | LR: 1.0e-05 | No-improve: 23
Epoch  573 | Train: -3.3233 | Val: -3.3742 | LR: 1.0e-05 | No-improve: 24
Epoch  574 | Train: -3.3215 | Val: -3.3740 | LR: 1.0e-05 | No-improve: 25
Epoch  575 | Train: -3.3242 | Val: -3.3751 | LR: 1.0e-05 | No-improve: 26
Epoch  576 | Train: -3.3236 | Val: -3.3753 | LR: 1.0e-05 | No-improve: 27
Epoch  577 | Train: -3.3229 | Val: -3.3709 | LR: 1.0e-05 | No-improve: 28
Epoch  578 | Train: -3.3208 | Val: -3.3767 | LR: 1.0e-05 | No-improve: 0
Epoch  579 | Train: -3.3241 | Val: -3.3755 | LR: 1.0e-05 | No-improve: 1
Epoch  580 | Train: -3.3252 | Val: -3.3759 | LR: 1.0e-05 | No-improve: 2
Epoch  581 | Train: -3.3230 | Val: -3.3725 | LR: 1.0e-05 | No-improve: 3
Epoch  582 | Train: -3.3214 | Val: -3.3740 | LR: 1.0e-05 | No-improve: 4
Epoch  583 | Train: -3.3244 | Val: -3.3740 | LR: 1.0e-05 | No-improve: 5
Epoch  584 | Train: -3.3236 | Val: -3.3745 | LR: 1.0e-05 | No-improve: 6
Epoch  585 | Train: -3.3236 | Val: -3.3726 | LR: 1.0e-05 | No-improve: 7
Epoch  586 | Train: -3.3230 | Val: -3.3740 | LR: 1.0e-05 | No-improve: 8
Epoch  587 | Train: -3.3224 | Val: -3.3747 | LR: 1.0e-05 | No-improve: 9
Epoch  588 | Train: -3.3240 | Val: -3.3756 | LR: 1.0e-05 | No-improve: 10
Epoch  589 | Train: -3.3236 | Val: -3.3733 | LR: 1.0e-05 | No-improve: 11
Epoch  590 | Train: -3.3219 | Val: -3.3730 | LR: 1.0e-05 | No-improve: 12
Epoch  591 | Train: -3.3244 | Val: -3.3701 | LR: 1.0e-05 | No-improve: 13
Epoch  592 | Train: -3.3250 | Val: -3.3700 | LR: 1.0e-05 | No-improve: 14
Epoch  593 | Train: -3.3248 | Val: -3.3751 | LR: 1.0e-05 | No-improve: 15
Epoch  594 | Train: -3.3230 | Val: -3.3754 | LR: 1.0e-05 | No-improve: 16
Epoch  595 | Train: -3.3244 | Val: -3.3749 | LR: 1.0e-05 | No-improve: 17
Epoch  596 | Train: -3.3213 | Val: -3.3709 | LR: 1.0e-05 | No-improve: 18
Epoch  597 | Train: -3.3247 | Val: -3.3765 | LR: 1.0e-05 | No-improve: 19
Epoch  598 | Train: -3.3229 | Val: -3.3736 | LR: 1.0e-05 | No-improve: 20
Epoch  599 | Train: -3.3245 | Val: -3.3755 | LR: 1.0e-05 | No-improve: 21
Epoch  600 | Train: -3.3238 | Val: -3.3741 | LR: 1.0e-05 | No-improve: 22
Epoch  601 | Train: -3.3243 | Val: -3.3749 | LR: 1.0e-05 | No-improve: 23
Epoch  602 | Train: -3.3251 | Val: -3.3776 | LR: 1.0e-05 | No-improve: 0
Epoch  603 | Train: -3.3248 | Val: -3.3719 | LR: 1.0e-05 | No-improve: 1
Epoch  604 | Train: -3.3227 | Val: -3.3753 | LR: 1.0e-05 | No-improve: 2
Epoch  605 | Train: -3.3243 | Val: -3.3758 | LR: 1.0e-05 | No-improve: 3
Epoch  606 | Train: -3.3238 | Val: -3.3764 | LR: 1.0e-05 | No-improve: 4
Epoch  607 | Train: -3.3226 | Val: -3.3774 | LR: 1.0e-05 | No-improve: 5
Epoch  608 | Train: -3.3244 | Val: -3.3766 | LR: 1.0e-05 | No-improve: 6
Epoch  609 | Train: -3.3241 | Val: -3.3758 | LR: 1.0e-05 | No-improve: 7
Epoch  610 | Train: -3.3229 | Val: -3.3742 | LR: 1.0e-05 | No-improve: 8
Epoch  611 | Train: -3.3250 | Val: -3.3714 | LR: 1.0e-05 | No-improve: 9
Epoch  612 | Train: -3.3244 | Val: -3.3759 | LR: 1.0e-05 | No-improve: 10
Epoch  613 | Train: -3.3223 | Val: -3.3702 | LR: 1.0e-05 | No-improve: 11
Epoch  614 | Train: -3.3221 | Val: -3.3742 | LR: 1.0e-05 | No-improve: 12
Epoch  615 | Train: -3.3247 | Val: -3.3725 | LR: 1.0e-05 | No-improve: 13
Epoch  616 | Train: -3.3228 | Val: -3.3749 | LR: 1.0e-05 | No-improve: 14
Epoch  617 | Train: -3.3246 | Val: -3.3769 | LR: 1.0e-05 | No-improve: 15
Epoch  618 | Train: -3.3232 | Val: -3.3750 | LR: 1.0e-05 | No-improve: 16
Epoch  619 | Train: -3.3222 | Val: -3.3758 | LR: 1.0e-05 | No-improve: 17
Epoch  620 | Train: -3.3241 | Val: -3.3755 | LR: 1.0e-05 | No-improve: 18
Epoch  621 | Train: -3.3213 | Val: -3.3771 | LR: 1.0e-05 | No-improve: 19
Epoch  622 | Train: -3.3234 | Val: -3.3752 | LR: 1.0e-05 | No-improve: 20
Epoch  623 | Train: -3.3249 | Val: -3.3764 | LR: 1.0e-05 | No-improve: 21
Epoch  624 | Train: -3.3246 | Val: -3.3773 | LR: 1.0e-05 | No-improve: 22
Epoch  625 | Train: -3.3257 | Val: -3.3727 | LR: 1.0e-05 | No-improve: 23
Epoch  626 | Train: -3.3238 | Val: -3.3755 | LR: 1.0e-05 | No-improve: 24
Epoch  627 | Train: -3.3248 | Val: -3.3717 | LR: 1.0e-05 | No-improve: 25
Epoch  628 | Train: -3.3235 | Val: -3.3736 | LR: 1.0e-05 | No-improve: 26
Epoch  629 | Train: -3.3253 | Val: -3.3767 | LR: 1.0e-05 | No-improve: 27
Epoch  630 | Train: -3.3241 | Val: -3.3772 | LR: 1.0e-05 | No-improve: 28
Epoch  631 | Train: -3.3249 | Val: -3.3730 | LR: 1.0e-05 | No-improve: 29
Epoch  632 | Train: -3.3250 | Val: -3.3781 | LR: 1.0e-05 | No-improve: 0
Epoch  633 | Train: -3.3244 | Val: -3.3750 | LR: 1.0e-05 | No-improve: 1
Epoch  634 | Train: -3.3239 | Val: -3.3762 | LR: 1.0e-05 | No-improve: 2
Epoch  635 | Train: -3.3242 | Val: -3.3741 | LR: 1.0e-05 | No-improve: 3
Epoch  636 | Train: -3.3250 | Val: -3.3753 | LR: 1.0e-05 | No-improve: 4
Epoch  637 | Train: -3.3238 | Val: -3.3760 | LR: 1.0e-05 | No-improve: 5
Epoch  638 | Train: -3.3243 | Val: -3.3758 | LR: 1.0e-05 | No-improve: 6
Epoch  639 | Train: -3.3238 | Val: -3.3766 | LR: 1.0e-05 | No-improve: 7
Epoch  640 | Train: -3.3237 | Val: -3.3738 | LR: 1.0e-05 | No-improve: 8
Epoch  641 | Train: -3.3251 | Val: -3.3731 | LR: 1.0e-05 | No-improve: 9
Epoch  642 | Train: -3.3257 | Val: -3.3750 | LR: 1.0e-05 | No-improve: 10
Epoch  643 | Train: -3.3250 | Val: -3.3767 | LR: 1.0e-05 | No-improve: 11
Epoch  644 | Train: -3.3228 | Val: -3.3741 | LR: 1.0e-05 | No-improve: 12
Epoch  645 | Train: -3.3260 | Val: -3.3759 | LR: 1.0e-05 | No-improve: 13
Epoch  646 | Train: -3.3252 | Val: -3.3733 | LR: 1.0e-05 | No-improve: 14
Epoch  647 | Train: -3.3246 | Val: -3.3755 | LR: 1.0e-05 | No-improve: 15
Epoch  648 | Train: -3.3250 | Val: -3.3779 | LR: 1.0e-05 | No-improve: 16
Epoch  649 | Train: -3.3255 | Val: -3.3739 | LR: 1.0e-05 | No-improve: 17
Epoch  650 | Train: -3.3265 | Val: -3.3743 | LR: 1.0e-05 | No-improve: 18
Epoch  651 | Train: -3.3237 | Val: -3.3758 | LR: 1.0e-05 | No-improve: 19
Epoch  652 | Train: -3.3239 | Val: -3.3761 | LR: 1.0e-05 | No-improve: 20
Epoch  653 | Train: -3.3264 | Val: -3.3759 | LR: 1.0e-05 | No-improve: 21
Epoch  654 | Train: -3.3245 | Val: -3.3761 | LR: 1.0e-05 | No-improve: 22
Epoch  655 | Train: -3.3272 | Val: -3.3773 | LR: 1.0e-05 | No-improve: 23
Epoch  656 | Train: -3.3246 | Val: -3.3748 | LR: 1.0e-05 | No-improve: 24
Epoch  657 | Train: -3.3257 | Val: -3.3736 | LR: 1.0e-05 | No-improve: 25
Epoch  658 | Train: -3.3256 | Val: -3.3745 | LR: 1.0e-05 | No-improve: 26
Epoch  659 | Train: -3.3262 | Val: -3.3762 | LR: 1.0e-05 | No-improve: 27
Epoch  660 | Train: -3.3244 | Val: -3.3765 | LR: 1.0e-05 | No-improve: 28
Epoch  661 | Train: -3.3245 | Val: -3.3739 | LR: 1.0e-05 | No-improve: 29
Epoch  662 | Train: -3.3253 | Val: -3.3773 | LR: 1.0e-05 | No-improve: 30
Epoch  663 | Train: -3.3241 | Val: -3.3764 | LR: 1.0e-05 | No-improve: 31
Epoch  664 | Train: -3.3258 | Val: -3.3748 | LR: 1.0e-05 | No-improve: 32
Epoch  665 | Train: -3.3249 | Val: -3.3774 | LR: 1.0e-05 | No-improve: 33
Epoch  666 | Train: -3.3256 | Val: -3.3764 | LR: 1.0e-05 | No-improve: 34
Epoch  667 | Train: -3.3266 | Val: -3.3764 | LR: 1.0e-05 | No-improve: 35
Epoch  668 | Train: -3.3264 | Val: -3.3752 | LR: 1.0e-05 | No-improve: 36
Epoch  669 | Train: -3.3266 | Val: -3.3753 | LR: 1.0e-05 | No-improve: 37
Epoch  670 | Train: -3.3265 | Val: -3.3759 | LR: 1.0e-05 | No-improve: 38
Epoch  671 | Train: -3.3264 | Val: -3.3756 | LR: 1.0e-05 | No-improve: 39
Epoch  672 | Train: -3.3248 | Val: -3.3710 | LR: 1.0e-05 | No-improve: 40
Epoch  673 | Train: -3.3253 | Val: -3.3756 | LR: 1.0e-05 | No-improve: 41
Epoch  674 | Train: -3.3243 | Val: -3.3770 | LR: 1.0e-05 | No-improve: 42
Epoch  675 | Train: -3.3247 | Val: -3.3746 | LR: 1.0e-05 | No-improve: 43
Epoch  676 | Train: -3.3265 | Val: -3.3760 | LR: 1.0e-05 | No-improve: 44
Epoch  677 | Train: -3.3252 | Val: -3.3770 | LR: 1.0e-05 | No-improve: 45
Epoch  678 | Train: -3.3249 | Val: -3.3731 | LR: 1.0e-05 | No-improve: 46
Epoch  679 | Train: -3.3262 | Val: -3.3737 | LR: 5.0e-06 | No-improve: 47
Epoch  680 | Train: -3.3273 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 48
Epoch  681 | Train: -3.3286 | Val: -3.3778 | LR: 5.0e-06 | No-improve: 49
Epoch  682 | Train: -3.3294 | Val: -3.3790 | LR: 5.0e-06 | No-improve: 0
Epoch  683 | Train: -3.3272 | Val: -3.3772 | LR: 5.0e-06 | No-improve: 1
Epoch  684 | Train: -3.3271 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 2
Epoch  685 | Train: -3.3272 | Val: -3.3789 | LR: 5.0e-06 | No-improve: 3
Epoch  686 | Train: -3.3301 | Val: -3.3788 | LR: 5.0e-06 | No-improve: 4
Epoch  687 | Train: -3.3284 | Val: -3.3765 | LR: 5.0e-06 | No-improve: 5
Epoch  688 | Train: -3.3279 | Val: -3.3756 | LR: 5.0e-06 | No-improve: 6
Epoch  689 | Train: -3.3284 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 7
Epoch  690 | Train: -3.3298 | Val: -3.3793 | LR: 5.0e-06 | No-improve: 0
Epoch  691 | Train: -3.3291 | Val: -3.3788 | LR: 5.0e-06 | No-improve: 1
Epoch  692 | Train: -3.3290 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 2
Epoch  693 | Train: -3.3286 | Val: -3.3783 | LR: 5.0e-06 | No-improve: 3
Epoch  694 | Train: -3.3279 | Val: -3.3792 | LR: 5.0e-06 | No-improve: 4
Epoch  695 | Train: -3.3279 | Val: -3.3780 | LR: 5.0e-06 | No-improve: 5
Epoch  696 | Train: -3.3290 | Val: -3.3764 | LR: 5.0e-06 | No-improve: 6
Epoch  697 | Train: -3.3298 | Val: -3.3788 | LR: 5.0e-06 | No-improve: 7
Epoch  698 | Train: -3.3280 | Val: -3.3784 | LR: 5.0e-06 | No-improve: 8
Epoch  699 | Train: -3.3265 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 9
Epoch  700 | Train: -3.3289 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 10
Epoch  701 | Train: -3.3285 | Val: -3.3782 | LR: 5.0e-06 | No-improve: 11
Epoch  702 | Train: -3.3287 | Val: -3.3777 | LR: 5.0e-06 | No-improve: 12
Epoch  703 | Train: -3.3298 | Val: -3.3782 | LR: 5.0e-06 | No-improve: 13
Epoch  704 | Train: -3.3283 | Val: -3.3777 | LR: 5.0e-06 | No-improve: 14
Epoch  705 | Train: -3.3282 | Val: -3.3773 | LR: 5.0e-06 | No-improve: 15
Epoch  706 | Train: -3.3281 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 16
Epoch  707 | Train: -3.3279 | Val: -3.3786 | LR: 5.0e-06 | No-improve: 17
Epoch  708 | Train: -3.3293 | Val: -3.3782 | LR: 5.0e-06 | No-improve: 18
Epoch  709 | Train: -3.3298 | Val: -3.3784 | LR: 5.0e-06 | No-improve: 19
Epoch  710 | Train: -3.3285 | Val: -3.3797 | LR: 5.0e-06 | No-improve: 0
Epoch  711 | Train: -3.3285 | Val: -3.3776 | LR: 5.0e-06 | No-improve: 1
Epoch  712 | Train: -3.3279 | Val: -3.3777 | LR: 5.0e-06 | No-improve: 2
Epoch  713 | Train: -3.3283 | Val: -3.3790 | LR: 5.0e-06 | No-improve: 3
Epoch  714 | Train: -3.3281 | Val: -3.3793 | LR: 5.0e-06 | No-improve: 4
Epoch  715 | Train: -3.3289 | Val: -3.3766 | LR: 5.0e-06 | No-improve: 5
Epoch  716 | Train: -3.3284 | Val: -3.3787 | LR: 5.0e-06 | No-improve: 6
Epoch  717 | Train: -3.3289 | Val: -3.3768 | LR: 5.0e-06 | No-improve: 7
Epoch  718 | Train: -3.3283 | Val: -3.3774 | LR: 5.0e-06 | No-improve: 8
Epoch  719 | Train: -3.3289 | Val: -3.3777 | LR: 5.0e-06 | No-improve: 9
Epoch  720 | Train: -3.3307 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 10
Epoch  721 | Train: -3.3287 | Val: -3.3788 | LR: 5.0e-06 | No-improve: 11
Epoch  722 | Train: -3.3302 | Val: -3.3771 | LR: 5.0e-06 | No-improve: 12
Epoch  723 | Train: -3.3280 | Val: -3.3789 | LR: 5.0e-06 | No-improve: 13
Epoch  724 | Train: -3.3291 | Val: -3.3770 | LR: 5.0e-06 | No-improve: 14
Epoch  725 | Train: -3.3289 | Val: -3.3790 | LR: 5.0e-06 | No-improve: 15
Epoch  726 | Train: -3.3290 | Val: -3.3786 | LR: 5.0e-06 | No-improve: 16
Epoch  727 | Train: -3.3282 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 17
Epoch  728 | Train: -3.3284 | Val: -3.3780 | LR: 5.0e-06 | No-improve: 18
Epoch  729 | Train: -3.3298 | Val: -3.3772 | LR: 5.0e-06 | No-improve: 19
Epoch  730 | Train: -3.3281 | Val: -3.3777 | LR: 5.0e-06 | No-improve: 20
Epoch  731 | Train: -3.3287 | Val: -3.3778 | LR: 5.0e-06 | No-improve: 21
Epoch  732 | Train: -3.3278 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 22
Epoch  733 | Train: -3.3286 | Val: -3.3781 | LR: 5.0e-06 | No-improve: 23
Epoch  734 | Train: -3.3318 | Val: -3.3787 | LR: 5.0e-06 | No-improve: 24
Epoch  735 | Train: -3.3314 | Val: -3.3791 | LR: 5.0e-06 | No-improve: 25
Epoch  736 | Train: -3.3283 | Val: -3.3776 | LR: 5.0e-06 | No-improve: 26
Epoch  737 | Train: -3.3290 | Val: -3.3778 | LR: 5.0e-06 | No-improve: 27
Epoch  738 | Train: -3.3283 | Val: -3.3794 | LR: 5.0e-06 | No-improve: 28
Epoch  739 | Train: -3.3284 | Val: -3.3781 | LR: 5.0e-06 | No-improve: 29
Epoch  740 | Train: -3.3303 | Val: -3.3788 | LR: 5.0e-06 | No-improve: 30
Epoch  741 | Train: -3.3291 | Val: -3.3789 | LR: 5.0e-06 | No-improve: 31
Epoch  742 | Train: -3.3287 | Val: -3.3779 | LR: 5.0e-06 | No-improve: 32
Epoch  743 | Train: -3.3305 | Val: -3.3773 | LR: 5.0e-06 | No-improve: 33
Epoch  744 | Train: -3.3303 | Val: -3.3791 | LR: 5.0e-06 | No-improve: 34
Epoch  745 | Train: -3.3295 | Val: -3.3733 | LR: 5.0e-06 | No-improve: 35
Epoch  746 | Train: -3.3302 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 36
Epoch  747 | Train: -3.3294 | Val: -3.3772 | LR: 5.0e-06 | No-improve: 37
Epoch  748 | Train: -3.3287 | Val: -3.3762 | LR: 5.0e-06 | No-improve: 38
Epoch  749 | Train: -3.3292 | Val: -3.3774 | LR: 5.0e-06 | No-improve: 39
Epoch  750 | Train: -3.3308 | Val: -3.3781 | LR: 5.0e-06 | No-improve: 40
Epoch  751 | Train: -3.3298 | Val: -3.3798 | LR: 5.0e-06 | No-improve: 0
Epoch  752 | Train: -3.3281 | Val: -3.3786 | LR: 5.0e-06 | No-improve: 1
Epoch  753 | Train: -3.3282 | Val: -3.3766 | LR: 5.0e-06 | No-improve: 2
Epoch  754 | Train: -3.3295 | Val: -3.3788 | LR: 5.0e-06 | No-improve: 3
Epoch  755 | Train: -3.3295 | Val: -3.3802 | LR: 5.0e-06 | No-improve: 0
Epoch  756 | Train: -3.3303 | Val: -3.3789 | LR: 5.0e-06 | No-improve: 1
Epoch  757 | Train: -3.3320 | Val: -3.3783 | LR: 5.0e-06 | No-improve: 2
Epoch  758 | Train: -3.3282 | Val: -3.3786 | LR: 5.0e-06 | No-improve: 3
Epoch  759 | Train: -3.3290 | Val: -3.3766 | LR: 5.0e-06 | No-improve: 4
Epoch  760 | Train: -3.3291 | Val: -3.3780 | LR: 5.0e-06 | No-improve: 5
Epoch  761 | Train: -3.3295 | Val: -3.3779 | LR: 5.0e-06 | No-improve: 6
Epoch  762 | Train: -3.3300 | Val: -3.3791 | LR: 5.0e-06 | No-improve: 7
Epoch  763 | Train: -3.3320 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 8
Epoch  764 | Train: -3.3290 | Val: -3.3766 | LR: 5.0e-06 | No-improve: 9
Epoch  765 | Train: -3.3290 | Val: -3.3768 | LR: 5.0e-06 | No-improve: 10
Epoch  766 | Train: -3.3295 | Val: -3.3782 | LR: 5.0e-06 | No-improve: 11
Epoch  767 | Train: -3.3282 | Val: -3.3787 | LR: 5.0e-06 | No-improve: 12
Epoch  768 | Train: -3.3288 | Val: -3.3796 | LR: 5.0e-06 | No-improve: 13
Epoch  769 | Train: -3.3328 | Val: -3.3788 | LR: 5.0e-06 | No-improve: 14
Epoch  770 | Train: -3.3288 | Val: -3.3783 | LR: 5.0e-06 | No-improve: 15
Epoch  771 | Train: -3.3286 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 16
Epoch  772 | Train: -3.3295 | Val: -3.3794 | LR: 5.0e-06 | No-improve: 17
Epoch  773 | Train: -3.3304 | Val: -3.3765 | LR: 5.0e-06 | No-improve: 18
Epoch  774 | Train: -3.3273 | Val: -3.3792 | LR: 5.0e-06 | No-improve: 19
Epoch  775 | Train: -3.3288 | Val: -3.3777 | LR: 5.0e-06 | No-improve: 20
Epoch  776 | Train: -3.3286 | Val: -3.3773 | LR: 5.0e-06 | No-improve: 21
Epoch  777 | Train: -3.3291 | Val: -3.3801 | LR: 5.0e-06 | No-improve: 22
Epoch  778 | Train: -3.3305 | Val: -3.3781 | LR: 5.0e-06 | No-improve: 23
Epoch  779 | Train: -3.3314 | Val: -3.3794 | LR: 5.0e-06 | No-improve: 24
Epoch  780 | Train: -3.3301 | Val: -3.3772 | LR: 5.0e-06 | No-improve: 25
Epoch  781 | Train: -3.3293 | Val: -3.3782 | LR: 5.0e-06 | No-improve: 26
Epoch  782 | Train: -3.3300 | Val: -3.3756 | LR: 5.0e-06 | No-improve: 27
Epoch  783 | Train: -3.3298 | Val: -3.3789 | LR: 5.0e-06 | No-improve: 28
Epoch  784 | Train: -3.3293 | Val: -3.3776 | LR: 5.0e-06 | No-improve: 29
Epoch  785 | Train: -3.3316 | Val: -3.3792 | LR: 5.0e-06 | No-improve: 30
Epoch  786 | Train: -3.3303 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 31
Epoch  787 | Train: -3.3305 | Val: -3.3785 | LR: 5.0e-06 | No-improve: 32
Epoch  788 | Train: -3.3300 | Val: -3.3797 | LR: 5.0e-06 | No-improve: 33
Epoch  789 | Train: -3.3314 | Val: -3.3775 | LR: 5.0e-06 | No-improve: 34
Epoch  790 | Train: -3.3307 | Val: -3.3796 | LR: 5.0e-06 | No-improve: 35
